7.394 308.347 7RMG_CASA1_Bt_166_171_r1 0097
4.504 341.646 7RMG_CASA1_Bt_166_171_r1 0098
6.931 133.698 7RMG_CASA1_Bt_166_171_r1 0099
4.962 19.946 7RMG_CASA1_Bt_166_171_r1 0100
4.827 214.614 7RMG_CASA1_Bt_166_171_r2 0001
4.178 -114.685 7RMG_CASA1_Bt_166_171_r2 0002
4.184 -223.471 7RMG_CASA1_Bt_166_171_r2 0003
5.03 -187.778 7RMG_CASA1_Bt_166_171_r2 0004
5.277 -255.962 7RMG_CASA1_Bt_166_171_r2 0005
4.863 -175.351 7RMG_CASA1_Bt_166_171_r2 0006
6.664 319.462 7RMG_CASA1_Bt_166_171_r2 0007
4.761 -63.378 7RMG_CASA1_Bt_166_171_r2 0008
3.009 -229.73 7RMG_CASA1_Bt_166_171_r2 0009
4.721 -184.896 7RMG_CASA1_Bt_166_171_r2 0010
4.96 123.866 7RMG_CASA1_Bt_166_171_r2 0011
6.063 -114.024 7RMG_CASA1_Bt_166_171_r2 0012
4.937 -156.047 7RMG_CASA1_Bt_166_171_r2 0013
3.234 -193.171 7RMG_CASA1_Bt_166_171_r2 0014
5.914 -190.926 7RMG_CASA1_Bt_166_171_r2 0015
2.869 -246.209 7RMG_CASA1_Bt_166_171_r2 0016
4.549 -210.255 7RMG_CASA1_Bt_166_171_r2 0017
5.143 379.322 7RMG_CASA1_Bt_166_171_r2 0018
6.249 -75.058 7RMG_CASA1_Bt_166_171_r2 0019
5.017 -249.35 7RMG_CASA1_Bt_166_171_r2 0020
5.461 -125.437 7RMG_CASA1_Bt_166_171_r2 0021
6.345 -11.64 7RMG_CASA1_Bt_166_171_r2 0022
4.512 -113.56 7RMG_CASA1_Bt_166_171_r2 0023
5.029 -248.419 7RMG_CASA1_Bt_166_171_r2 0024
3.496 -186.195 7RMG_CASA1_Bt_166_171_r2 0025
3.957 -217.931 7RMG_CASA1_Bt_166_171_r2 0026
5.296 -75.49 7RMG_CASA1_Bt_166_171_r2 0027
4.348 -216.976 7RMG_CASA1_Bt_166_171_r2 0028
3.677 -205.724 7RMG_CASA1_Bt_166_171_r2 0029
4.778 -59.426 7RMG_CASA1_Bt_166_171_r2 0030
5.126 -191.945 7RMG_CASA1_Bt_166_171_r2 0031
2.308 -203.127 7RMG_CASA1_Bt_166_171_r2 0032
3.862 -236.357 7RMG_CASA1_Bt_166_171_r2 0033
4.436 -207.621 7RMG_CASA1_Bt_166_171_r2 0034
4.258 -231.932 7RMG_CASA1_Bt_166_171_r2 0035
5.029 -189.827 7RMG_CASA1_Bt_166_171_r2 0036
4.795 -228.711 7RMG_CASA1_Bt_166_171_r2 0037
4.083 -156.432 7RMG_CASA1_Bt_166_171_r2 0038
4.423 -77.814 7RMG_CASA1_Bt_166_171_r2 0039
5.539 -196.572 7RMG_CASA1_Bt_166_171_r2 0040
4.093 -122.28 7RMG_CASA1_Bt_166_171_r2 0041
9.884 547.11 7RMG_CASA1_Bt_166_171_r2 0042
6.184 -238.838 7RMG_CASA1_Bt_166_171_r2 0043
3.4 -156.927 7RMG_CASA1_Bt_166_171_r2 0044
6.338 -65.635 7RMG_CASA1_Bt_166_171_r2 0045
3.72 -88.135 7RMG_CASA1_Bt_166_171_r2 0046
8.356 -31.591 7RMG_CASA1_Bt_166_171_r2 0047
6.406 -74.269 7RMG_CASA1_Bt_166_171_r2 0048
4.932 -201.092 7RMG_CASA1_Bt_166_171_r2 0049
5.228 105.134 7RMG_CASA1_Bt_166_171_r2 0050
4.06 -214.389 7RMG_CASA1_Bt_166_171_r2 0051
2.907 -236.943 7RMG_CASA1_Bt_166_171_r2 0052
3.724 -126.691 7RMG_CASA1_Bt_166_171_r2 0053
4.509 -138.675 7RMG_CASA1_Bt_166_171_r2 0054
7.469 1.954 7RMG_CASA1_Bt_166_171_r2 0055
2.229 -147.618 7RMG_CASA1_Bt_166_171_r2 0056
5.545 -196.16 7RMG_CASA1_Bt_166_171_r2 0057
4.328 -253.01 7RMG_CASA1_Bt_166_171_r2 0058
4.569 -232.568 7RMG_CASA1_Bt_166_171_r2 0059
5.351 -107.423 7RMG_CASA1_Bt_166_171_r2 0060
3.07 -122.953 7RMG_CASA1_Bt_166_171_r2 0061
4.569 -156.979 7RMG_CASA1_Bt_166_171_r2 0062
4.215 -223.297 7RMG_CASA1_Bt_166_171_r2 0063
3.519 -24.357 7RMG_CASA1_Bt_166_171_r2 0064
2.836 -195.901 7RMG_CASA1_Bt_166_171_r2 0065
3.913 -86.272 7RMG_CASA1_Bt_166_171_r2 0066
4.512 -119.789 7RMG_CASA1_Bt_166_171_r2 0067
3.8 -50.229 7RMG_CASA1_Bt_166_171_r2 0068
5.046 -85.126 7RMG_CASA1_Bt_166_171_r2 0069
4.929 -114.026 7RMG_CASA1_Bt_166_171_r2 0070
3.031 -212.197 7RMG_CASA1_Bt_166_171_r2 0071
6.841 -111.28 7RMG_CASA1_Bt_166_171_r2 0072
5.25 -204.97 7RMG_CASA1_Bt_166_171_r2 0073
4.507 -187.719 7RMG_CASA1_Bt_166_171_r2 0074
3.943 -208.036 7RMG_CASA1_Bt_166_171_r2 0075
3.498 79.241 7RMG_CASA1_Bt_166_171_r2 0076
4.905 -255.076 7RMG_CASA1_Bt_166_171_r2 0077
6.058 -129.411 7RMG_CASA1_Bt_166_171_r2 0078
3.907 -125.222 7RMG_CASA1_Bt_166_171_r2 0079
4.418 -225.597 7RMG_CASA1_Bt_166_171_r2 0080
1.797 -251.047 7RMG_CASA1_Bt_166_171_r2 0081
4.936 -61.281 7RMG_CASA1_Bt_166_171_r2 0082
6.124 69.706 7RMG_CASA1_Bt_166_171_r2 0083
5.357 -252.507 7RMG_CASA1_Bt_166_171_r2 0084
5.028 9.36 7RMG_CASA1_Bt_166_171_r2 0085
4.469 -208.039 7RMG_CASA1_Bt_166_171_r2 0086
4.47 -235.368 7RMG_CASA1_Bt_166_171_r2 0087
3.552 -187.67 7RMG_CASA1_Bt_166_171_r2 0088
4.785 -50.551 7RMG_CASA1_Bt_166_171_r2 0089
2.152 -243.162 7RMG_CASA1_Bt_166_171_r2 0090
4.87 -181.005 7RMG_CASA1_Bt_166_171_r2 0091
4.794 62.495 7RMG_CASA1_Bt_166_171_r2 0092
2.934 -190.389 7RMG_CASA1_Bt_166_171_r2 0093
3.979 -114.588 7RMG_CASA1_Bt_166_171_r2 0094
3.916 -184.234 7RMG_CASA1_Bt_166_171_r2 0095
5.62 557.459 7RMG_CASA1_Bt_166_171_r2 0096
4.42 -225.781 7RMG_CASA1_Bt_166_171_r2 0097
3.182 -40.335 7RMG_CASA1_Bt_166_171_r2 0098
2.375 -196.088 7RMG_CASA1_Bt_166_171_r2 0099
5.416 -169.686 7RMG_CASA1_Bt_166_171_r2 0100
4.585 -13.35 7RMG_CASA1_Bt_166_171_r3 0001
3.751 -2.602 7RMG_CASA1_Bt_166_171_r3 0002
6.473 37.274 7RMG_CASA1_Bt_166_171_r3 0003
5.228 46.56 7RMG_CASA1_Bt_166_171_r3 0004
5.764 -118.406 7RMG_CASA1_Bt_166_171_r3 0005
5.128 -68.979 7RMG_CASA1_Bt_166_171_r3 0006
2.12 -6.44 7RMG_CASA1_Bt_166_171_r3 0007
5.532 -32.874 7RMG_CASA1_Bt_166_171_r3 0008
4.893 -123.159 7RMG_CASA1_Bt_166_171_r3 0009
2.727 1.048 7RMG_CASA1_Bt_166_171_r3 0010
3.27 9.534 7RMG_CASA1_Bt_166_171_r3 0011
4.248 -82.255 7RMG_CASA1_Bt_166_171_r3 0012
3.298 -3.823 7RMG_CASA1_Bt_166_171_r3 0013
3.915 -33.127 7RMG_CASA1_Bt_166_171_r3 0014
4.215 27.693 7RMG_CASA1_Bt_166_171_r3 0015
2.718 -40.007 7RMG_CASA1_Bt_166_171_r3 0016
4.217 13.186 7RMG_CASA1_Bt_166_171_r3 0017
3.23 -33.894 7RMG_CASA1_Bt_166_171_r3 0018
4.778 -13.595 7RMG_CASA1_Bt_166_171_r3 0019
3.561 -18.204 7RMG_CASA1_Bt_166_171_r3 0020
4.633 66.807 7RMG_CASA1_Bt_166_171_r3 0021
7.103 37.151 7RMG_CASA1_Bt_166_171_r3 0022
3.658 39.484 7RMG_CASA1_Bt_166_171_r3 0023
5.079 59.42 7RMG_CASA1_Bt_166_171_r3 0024
3.707 -32.618 7RMG_CASA1_Bt_166_171_r3 0025
5.009 -57.353 7RMG_CASA1_Bt_166_171_r3 0026
3.772 28.843 7RMG_CASA1_Bt_166_171_r3 0027
2.55 -85.554 7RMG_CASA1_Bt_166_171_r3 0028
4.144 9.05 7RMG_CASA1_Bt_166_171_r3 0029
4.356 -122.353 7RMG_CASA1_Bt_166_171_r3 0030
6.268 85.159 7RMG_CASA1_Bt_166_171_r3 0031
4.068 -85.202 7RMG_CASA1_Bt_166_171_r3 0032
5.777 -114.897 7RMG_CASA1_Bt_166_171_r3 0033
4.173 -57.464 7RMG_CASA1_Bt_166_171_r3 0034
6.058 -49.959 7RMG_CASA1_Bt_166_171_r3 0035
3.82 -78.166 7RMG_CASA1_Bt_166_171_r3 0036
3.871 -67.583 7RMG_CASA1_Bt_166_171_r3 0037
3.58 -85.062 7RMG_CASA1_Bt_166_171_r3 0038
5.706 -90.828 7RMG_CASA1_Bt_166_171_r3 0039
3.614 -66.855 7RMG_CASA1_Bt_166_171_r3 0040
4.369 -19.908 7RMG_CASA1_Bt_166_171_r3 0041
5.971 6.114 7RMG_CASA1_Bt_166_171_r3 0042
4.471 295.346 7RMG_CASA1_Bt_166_171_r3 0043
5.726 44.225 7RMG_CASA1_Bt_166_171_r3 0044
7.093 27.164 7RMG_CASA1_Bt_166_171_r3 0045
4.342 -127.751 7RMG_CASA1_Bt_166_171_r3 0046
4.887 -4.866 7RMG_CASA1_Bt_166_171_r3 0047
3.424 -9.278 7RMG_CASA1_Bt_166_171_r3 0048
3.985 -30.4 7RMG_CASA1_Bt_166_171_r3 0049
4.269 -62.468 7RMG_CASA1_Bt_166_171_r3 0050
2.516 -80.451 7RMG_CASA1_Bt_166_171_r3 0051
4.408 -105.678 7RMG_CASA1_Bt_166_171_r3 0052
6.763 -36.953 7RMG_CASA1_Bt_166_171_r3 0053
5.596 -44.656 7RMG_CASA1_Bt_166_171_r3 0054
3.841 -117.562 7RMG_CASA1_Bt_166_171_r3 0055
5.751 215.67 7RMG_CASA1_Bt_166_171_r3 0056
4.963 -18.411 7RMG_CASA1_Bt_166_171_r3 0057
3.795 -86.553 7RMG_CASA1_Bt_166_171_r3 0058
3.301 147.393 7RMG_CASA1_Bt_166_171_r3 0059
3.947 -29.759 7RMG_CASA1_Bt_166_171_r3 0060
8.114 219.744 7RMG_CASA1_Bt_166_171_r3 0061
3.817 -107.691 7RMG_CASA1_Bt_166_171_r3 0062
4.876 4.623 7RMG_CASA1_Bt_166_171_r3 0063
6.808 45.214 7RMG_CASA1_Bt_166_171_r3 0064
6.603 74.301 7RMG_CASA1_Bt_166_171_r3 0065
3.172 -47.025 7RMG_CASA1_Bt_166_171_r3 0066
5.18 211.089 7RMG_CASA1_Bt_166_171_r3 0067
4.588 -23.876 7RMG_CASA1_Bt_166_171_r3 0068
4.743 -48.28 7RMG_CASA1_Bt_166_171_r3 0069
6.196 -12.218 7RMG_CASA1_Bt_166_171_r3 0070
5.934 -56.228 7RMG_CASA1_Bt_166_171_r3 0071
3.172 -51.226 7RMG_CASA1_Bt_166_171_r3 0072
5.821 -61.769 7RMG_CASA1_Bt_166_171_r3 0073
2.594 -86.874 7RMG_CASA1_Bt_166_171_r3 0074
4.204 -20.568 7RMG_CASA1_Bt_166_171_r3 0075
5.85 11.545 7RMG_CASA1_Bt_166_171_r3 0076
4.907 -82.572 7RMG_CASA1_Bt_166_171_r3 0077
5.874 -76.077 7RMG_CASA1_Bt_166_171_r3 0078
4.222 -61.382 7RMG_CASA1_Bt_166_171_r3 0079
2.405 -33.826 7RMG_CASA1_Bt_166_171_r3 0080
5.108 -32.45 7RMG_CASA1_Bt_166_171_r3 0081
4.193 70.128 7RMG_CASA1_Bt_166_171_r3 0082
4.276 -75.76 7RMG_CASA1_Bt_166_171_r3 0083
6.682 31.715 7RMG_CASA1_Bt_166_171_r3 0084
4.868 -85.673 7RMG_CASA1_Bt_166_171_r3 0085
3.428 -83.212 7RMG_CASA1_Bt_166_171_r3 0086
3.964 -57.394 7RMG_CASA1_Bt_166_171_r3 0087
3.441 -57.348 7RMG_CASA1_Bt_166_171_r3 0088
2.86 -90.557 7RMG_CASA1_Bt_166_171_r3 0089
3.089 -42.243 7RMG_CASA1_Bt_166_171_r3 0090
6.09 8.814 7RMG_CASA1_Bt_166_171_r3 0091
3.4 -85.613 7RMG_CASA1_Bt_166_171_r3 0092
5.713 -132.641 7RMG_CASA1_Bt_166_171_r3 0093
4.536 -24.956 7RMG_CASA1_Bt_166_171_r3 0094
3.593 -77.114 7RMG_CASA1_Bt_166_171_r3 0095
6.888 13.908 7RMG_CASA1_Bt_166_171_r3 0096
5.109 0.634 7RMG_CASA1_Bt_166_171_r3 0097
4.978 -34.943 7RMG_CASA1_Bt_166_171_r3 0098
3.123 -14.927 7RMG_CASA1_Bt_166_171_r3 0099
3.419 20.974 7RMG_CASA1_Bt_166_171_r3 0100
4.825 -273.307 7RMG_CASA1_Bt_166_171_r4 0001
5.628 27.736 7RMG_CASA1_Bt_166_171_r4 0002
5.627 -193.942 7RMG_CASA1_Bt_166_171_r4 0003
2.722 -175.982 7RMG_CASA1_Bt_166_171_r4 0004
4.312 -117.683 7RMG_CASA1_Bt_166_171_r4 0005
3.073 -261.649 7RMG_CASA1_Bt_166_171_r4 0006
3.712 -258.022 7RMG_CASA1_Bt_166_171_r4 0007
5.923 239.666 7RMG_CASA1_Bt_166_171_r4 0008
3.543 -203.248 7RMG_CASA1_Bt_166_171_r4 0009
3.387 -225.849 7RMG_CASA1_Bt_166_171_r4 0010
5.832 -181.854 7RMG_CASA1_Bt_166_171_r4 0011
4.158 -253.591 7RMG_CASA1_Bt_166_171_r4 0012
4.048 -188.845 7RMG_CASA1_Bt_166_171_r4 0013
1.554 -238.52 7RMG_CASA1_Bt_166_171_r4 0014
3.343 -239.01 7RMG_CASA1_Bt_166_171_r4 0015
2.623 -240.963 7RMG_CASA1_Bt_166_171_r4 0016
5.099 256.984 7RMG_CASA1_Bt_166_171_r4 0017
3.185 -170.033 7RMG_CASA1_Bt_166_171_r4 0018
5.01 -232.672 7RMG_CASA1_Bt_166_171_r4 0019
2.29 -54.37 7RMG_CASA1_Bt_166_171_r4 0020
1.34 -298.475 7RMG_CASA1_Bt_166_171_r4 0021
4.851 -183.843 7RMG_CASA1_Bt_166_171_r4 0022
4.308 -187.96 7RMG_CASA1_Bt_166_171_r4 0023
5.266 -159.098 7RMG_CASA1_Bt_166_171_r4 0024
5.812 -164.208 7RMG_CASA1_Bt_166_171_r4 0025
3.483 63.643 7RMG_CASA1_Bt_166_171_r4 0026
3.897 -34.816 7RMG_CASA1_Bt_166_171_r4 0027
4.188 -281.28 7RMG_CASA1_Bt_166_171_r4 0028
5.223 -38.006 7RMG_CASA1_Bt_166_171_r4 0029
5.162 -141.292 7RMG_CASA1_Bt_166_171_r4 0030
4.287 -105.106 7RMG_CASA1_Bt_166_171_r4 0031
4.283 -184.665 7RMG_CASA1_Bt_166_171_r4 0032
4.799 -83.226 7RMG_CASA1_Bt_166_171_r4 0033
5.231 50.597 7RMG_CASA1_Bt_166_171_r4 0034
6.521 -146.263 7RMG_CASA1_Bt_166_171_r4 0035
2.706 -227.285 7RMG_CASA1_Bt_166_171_r4 0036
5.792 -259.591 7RMG_CASA1_Bt_166_171_r4 0037
4.514 -227.392 7RMG_CASA1_Bt_166_171_r4 0038
4.942 -217.815 7RMG_CASA1_Bt_166_171_r4 0039
4.124 -231.792 7RMG_CASA1_Bt_166_171_r4 0040
4.597 -261.524 7RMG_CASA1_Bt_166_171_r4 0041
5.615 -124.905 7RMG_CASA1_Bt_166_171_r4 0042
7.335 191.485 7RMG_CASA1_Bt_166_171_r4 0043
4.178 -301.575 7RMG_CASA1_Bt_166_171_r4 0044
6.861 -99.94 7RMG_CASA1_Bt_166_171_r4 0045
5.02 -209.187 7RMG_CASA1_Bt_166_171_r4 0046
4.586 -269.628 7RMG_CASA1_Bt_166_171_r4 0047
3.355 -253.008 7RMG_CASA1_Bt_166_171_r4 0048
3.045 -272.654 7RMG_CASA1_Bt_166_171_r4 0049
5.253 -87.649 7RMG_CASA1_Bt_166_171_r4 0050
5.867 9.687 7RMG_CASA1_Bt_166_171_r4 0051
5.693 -170.351 7RMG_CASA1_Bt_166_171_r4 0052
3.868 -227.441 7RMG_CASA1_Bt_166_171_r4 0053
5.066 -240.992 7RMG_CASA1_Bt_166_171_r4 0054
5.655 -297.712 7RMG_CASA1_Bt_166_171_r4 0055
5.47 -114.304 7RMG_CASA1_Bt_166_171_r4 0056
5.505 -287.699 7RMG_CASA1_Bt_166_171_r4 0057
5.151 -109.279 7RMG_CASA1_Bt_166_171_r4 0058
2.569 -190.818 7RMG_CASA1_Bt_166_171_r4 0059
2.584 -202.803 7RMG_CASA1_Bt_166_171_r4 0060
3.724 -284.462 7RMG_CASA1_Bt_166_171_r4 0061
6.828 -214.824 7RMG_CASA1_Bt_166_171_r4 0062
4.595 -135.064 7RMG_CASA1_Bt_166_171_r4 0063
4.446 -233.459 7RMG_CASA1_Bt_166_171_r4 0064
7.375 -46.706 7RMG_CASA1_Bt_166_171_r4 0065
4.583 -241.963 7RMG_CASA1_Bt_166_171_r4 0066
3.429 -107.406 7RMG_CASA1_Bt_166_171_r4 0067
4.951 -190.565 7RMG_CASA1_Bt_166_171_r4 0068
5.49 -206.228 7RMG_CASA1_Bt_166_171_r4 0069
3.897 58.099 7RMG_CASA1_Bt_166_171_r4 0070
3.894 -85.91 7RMG_CASA1_Bt_166_171_r4 0071
3.562 -145.916 7RMG_CASA1_Bt_166_171_r4 0072
5.665 -198.166 7RMG_CASA1_Bt_166_171_r4 0073
4.711 -121.492 7RMG_CASA1_Bt_166_171_r4 0074
2.926 -258.176 7RMG_CASA1_Bt_166_171_r4 0075
4.038 353.12 7RMG_CASA1_Bt_166_171_r4 0076
5.646 223.377 7RMG_CASA1_Bt_166_171_r4 0077
3.023 -132.339 7RMG_CASA1_Bt_166_171_r4 0078
2.354 -244.587 7RMG_CASA1_Bt_166_171_r4 0079
4.411 -99.395 7RMG_CASA1_Bt_166_171_r4 0080
4.89 -295.787 7RMG_CASA1_Bt_166_171_r4 0081
2.682 -273.104 7RMG_CASA1_Bt_166_171_r4 0082
4.957 -136.644 7RMG_CASA1_Bt_166_171_r4 0083
4.769 -97.604 7RMG_CASA1_Bt_166_171_r4 0084
3.007 -263.961 7RMG_CASA1_Bt_166_171_r4 0085
4.059 -193.46 7RMG_CASA1_Bt_166_171_r4 0086
3.584 -272.079 7RMG_CASA1_Bt_166_171_r4 0087
4.792 -213.169 7RMG_CASA1_Bt_166_171_r4 0088
4.467 -219.404 7RMG_CASA1_Bt_166_171_r4 0089
4.292 -239.012 7RMG_CASA1_Bt_166_171_r4 0090
4.894 -202.208 7RMG_CASA1_Bt_166_171_r4 0091
5.834 -48.077 7RMG_CASA1_Bt_166_171_r4 0092
4.556 19.028 7RMG_CASA1_Bt_166_171_r4 0093
3.993 -210.148 7RMG_CASA1_Bt_166_171_r4 0094
4.488 -230.558 7RMG_CASA1_Bt_166_171_r4 0095
5.979 -53.798 7RMG_CASA1_Bt_166_171_r4 0096
4.632 -160.264 7RMG_CASA1_Bt_166_171_r4 0097
4.06 62.758 7RMG_CASA1_Bt_166_171_r4 0098
3.304 -291.838 7RMG_CASA1_Bt_166_171_r4 0099
4.734 -244.49 7RMG_CASA1_Bt_166_171_r4 0100
6.821 -60.477 7RMG_CASA1_Bt_166_171_r5 0001
3.434 -71.933 7RMG_CASA1_Bt_166_171_r5 0002
2.295 -97.1 7RMG_CASA1_Bt_166_171_r5 0003
5.96 176.379 7RMG_CASA1_Bt_166_171_r5 0004
3.397 -120.199 7RMG_CASA1_Bt_166_171_r5 0005
6.485 117.197 7RMG_CASA1_Bt_166_171_r5 0006
4.719 -44.163 7RMG_CASA1_Bt_166_171_r5 0007
3.876 10.687 7RMG_CASA1_Bt_166_171_r5 0008
3.735 515.745 7RMG_CASA1_Bt_166_171_r5 0009
3.05 -87.31 7RMG_CASA1_Bt_166_171_r5 0010
3.771 -60.135 7RMG_CASA1_Bt_166_171_r5 0011
4.803 622.105 7RMG_CASA1_Bt_166_171_r5 0012
5.347 29.807 7RMG_CASA1_Bt_166_171_r5 0013
5.496 127.52 7RMG_CASA1_Bt_166_171_r5 0014
6.503 -0.541 7RMG_CASA1_Bt_166_171_r5 0015
3.135 52.596 7RMG_CASA1_Bt_166_171_r5 0016
4.973 108 7RMG_CASA1_Bt_166_171_r5 0017
2.965 40.861 7RMG_CASA1_Bt_166_171_r5 0018
6.187 133.08 7RMG_CASA1_Bt_166_171_r5 0019
3.579 73.431 7RMG_CASA1_Bt_166_171_r5 0020
3.477 573.152 7RMG_CASA1_Bt_166_171_r5 0021
5.41 20.711 7RMG_CASA1_Bt_166_171_r5 0022
4.156 -64.172 7RMG_CASA1_Bt_166_171_r5 0023
3.935 -23.964 7RMG_CASA1_Bt_166_171_r5 0024
1.502 -23.502 7RMG_CASA1_Bt_166_171_r5 0025
3.793 -63.522 7RMG_CASA1_Bt_166_171_r5 0026
4.709 31.214 7RMG_CASA1_Bt_166_171_r5 0027
4.861 27.2 7RMG_CASA1_Bt_166_171_r5 0028
3.233 -94.208 7RMG_CASA1_Bt_166_171_r5 0029
